0x922AB52329ddc56f0D9c2Fe8975018b38fE420f6,,407955.1418
0x148065E69F28FBea43F8E2794626eA5dfe317a7F,,272668.5215
0x1afabbc5edfef55a52eb15a352bc272507c82882,,159619.4649
0xbe715b3faf36d97a2f856c4a610990b698651784,,141221.6413
0x555e0e1dabd9bdb568a1d1357dedcefc21c3e25f,,133266.0427
0xc0972908A7F4f35A1674caaef28c5040549594F7,,95727.46028
0x3E300E8367A8c8fb4Bd0e3C339BE601D762C01E9,,94592.61139
0xf4A5A556BD63C0877345eEd77c73c2791D0EcAC9,,92914.9082
0x9F165Ae9abD3C8C729F27c6c363b41dfeDacCC0E,,81141.65439
0x5E28788c65c91E71f236323dAa5EA002cAcBC4A2,,77374.77631
0x19437EFe9cFC9656103A7870F9B4918De23d11Bd,,68256.96391
0xc8d580c86bBc3A2dD4E6898Bb4ff428a2C70f2d2,,66764.27002
0xdF85155343FDa3D2F7ed769E73463ca5c9BdC057,,65186.50427
0x3C6361B62dE94b82Fcd3d6b7A6107bDe2C7a5ca6,,61938.2924
0x7e510e759fd33d9529365fee11104b03a191e306,,61161.35374
0x24b87ccE6119BB046AD631E4D23597Dbe18915B8,,57802.6555
0x5DF201A479d19e43cBDbFF57EbDFA15243C4e8ec,,56161.77816
0x91c3323A922dc6789ceF67ce75E2954FC8b21C4A,,51325.1105
0xd84049cC831582236D8b2184C25B1CEea51D06Fa,,43922.52998
0xbC2456E3ed4Ab535b56Ba7dDA71180Ee556Fe346,,43816.08313
0x93e4C0601d10C8578E18E57950cdF85097387878,,42879.84916
0xb6a34Bd460f02241e80e031023ec20ce6FC310AE,,37826.53381
0x3421ed762CC81872485d50a10E8fA597c93Eacc6,,35258.50986
0xD0Beb26f68ac7fC597CF3a5AF75f65135C7D5A22,,33571.43283
0x61b5a42Ba6a2D7BC2420dF4E4A9ada6416d3a2Ad,,33410.2993
0xCD632BB373E0FEA4acD225a5432dd47E56949701,,33321.8539
0x34e66226c4486B7EC2C0Ebe0e215bd01A5121F88,,32455.81056
0x9Db49649d1d237138E7689D013348a906F20a742,,31369.91644
0x6BD49774936F81b1178f02c8a4d89B931dcFa9Dc,,30257.84385
