0x922AB52329ddc56f0D9c2Fe8975018b38fE420f6,389907.8247
0x148065E69F28FBea43F8E2794626eA5dfe317a7F,162708.6189
0xf4A5A556BD63C0877345eEd77c73c2791D0EcAC9,153303.0048
0x1afabbc5edfef55a52eb15a352bc272507c82882,122069.701
0x555e0e1dabd9bdb568a1d1357dedcefc21c3e25f,101834.5179
0xc0972908A7F4f35A1674caaef28c5040549594F7,87963.55701
0x9F165Ae9abD3C8C729F27c6c363b41dfeDacCC0E,79341.4543
0x2D3D50CeB0013B3f0fC01D38290db811CF3598D2,75734.53073
0x3E300E8367A8c8fb4Bd0e3C339BE601D762C01E9,72292.54129
0x016b0d52a79eac8b85d494ecdf63549f4d66a2ed,69529.36382
0xc35a09f4EE109A4D341c8486394E6bb031B09A45,68355.98434
0x09611739Dfc18DE0302E1911DDdeC5E161fBf850,66737.61182
0x8BA79f94eA0B4F474B5dB04b59F59D0150109962,65894.8318
0x8BA79f94eA0B4F474B5dB04b59F59D0150109962,65894.8318
0x3C6361B62dE94b82Fcd3d6b7A6107bDe2C7a5ca6,65030.4461
0x5DF201A479d19e43cBDbFF57EbDFA15243C4e8ec,60977.49488
0x5E28788c65c91E71f236323dAa5EA002cAcBC4A2,58954.86909
0xDB27Cd8a34b7567EeF594ADB8302bCF065A50395,58865.34539
0x7e510e759fd33d9529365fee11104b03a191e306,57765.32967
0xAff1F735BcA5360fAf690ccC18c804c86C5ECfE9,55103.75176
0x19437EFe9cFC9656103A7870F9B4918De23d11Bd,51977.16074
0xc8d580c86bBc3A2dD4E6898Bb4ff428a2C70f2d2,50817.49218
0xCD632BB373E0FEA4acD225a5432dd47E56949701,50058.11556
0xdF85155343FDa3D2F7ed769E73463ca5c9BdC057,49568.19225
0x14F5EBcC59292aA95784D958f78aDC4def5D681f,45785.09023
0xbD987a10e8432036b637643896c444B858722b2c,40342.69373
0x91c3323A922dc6789ceF67ce75E2954FC8b21C4A,38960.18729
0xd84049cC831582236D8b2184C25B1CEea51D06Fa,33310.5486
0xbC2456E3ed4Ab535b56Ba7dDA71180Ee556Fe346,33227.59525
0x93e4C0601d10C8578E18E57950cdF85097387878,32488.28108
0xDDa704B0E64ca2e4414F58CBC6CB6c6f50C5c5ff,31510.55689
0xED1A48cEd6b39b3ECd82Ea42c4A28fBAa0341c6c,30671.37698
0xb6a34Bd460f02241e80e031023ec20ce6FC310AE,28635.84445
0x98a0efc622cDc86B38484Ce6A6729606D26e500e,26355.64626
0x6001c39174ed826b5d28e4791c4aa96a945258da,26005.13287
0xD0Beb26f68ac7fC597CF3a5AF75f65135C7D5A22,25378.1223
0x61b5a42Ba6a2D7BC2420dF4E4A9ada6416d3a2Ad,25251.27693
0xa0BCE6e4bFfE868D45DEa4EE04CC4cBcA694e437,24753.45299
0x34e66226c4486B7EC2C0Ebe0e215bd01A5121F88,24517.96964
0x9Db49649d1d237138E7689D013348a906F20a742,23683.69118
0xc1B1C1e833BfDAaB0de39AeFbf516F99FB34eaC2,22468.41096
0x90b64aC62F75718F73E070137e049565E023aa6e,22407.79547
0xA07f040c4c4Af0D3769fDA1660a735aA42352C3F,21506.48759
0x71161687463077A32982b25cc34C2f562231012D,21325.6881
